Run ID,LLM Judge Model,Task,Outcome
M3S__UP019,openai/gpt-oss-120b,summarization,5
M3G__UP020,meta-llama/llama-3.3-70b-instruct,summarization,5
M3G__UP019,openai/gpt-oss-120b,summarization,4
M3S__UP018,deepseek/deepseek-v4-pro,summarization,5
M3G__UP021,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP020,openai/gpt-oss-120b,summarization,5
M3G__UP018,deepseek/deepseek-v4-pro,summarization,5
M3S__UP021,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP020,openai/gpt-oss-120b,summarization,5
M3G__UP021,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP021,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP019,deepseek/deepseek-v4-pro,summarization,5
M3S__UP017,deepseek/deepseek-v4-pro,summarization,4
M3S__UP020,deepseek/deepseek-v4-pro,summarization,5
M3G__UP013,deepseek/deepseek-v4-pro,summarization,4
M3G__UP022,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M3G__UP023,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP022,openai/gpt-oss-120b,open_qa,FALSE
M3G__UP023,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP021,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP022,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP023,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP024,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP023,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP023,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP021,deepseek/deepseek-v4-pro,open_qa,FALSE
M3G__UP019,deepseek/deepseek-v4-pro,summarization,4
M3G__UP022,deepseek/deepseek-v4-pro,open_qa,FALSE
M3G__UP025,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP024,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP024,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP025,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP025,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP026,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP026,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP025,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP024,openai/gpt-oss-120b,open_qa,FALSE
M3G__UP025,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP026,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M3G__UP027,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP010,deepseek/deepseek-v4-pro,summarization,4
M3S__UP026,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP027,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP026,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP027,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP027,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP026,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP023,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP028,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP020,deepseek/deepseek-v4-pro,summarization,5
M3G__UP027,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP027,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP028,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP028,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP028,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP029,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP028,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP029,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP025,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP029,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP029,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP030,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP031,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP030,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP030,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP028,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP030,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP031,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP029,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP024,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP032,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP032,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP032,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP031,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP029,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP032,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP024,deepseek/deepseek-v4-pro,open_qa,FALSE
M3G__UP033,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP033,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP033,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP033,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP034,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP032,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP031,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP032,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP033,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP034,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP035,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP034,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP031,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP033,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP035,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP036,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP030,deepseek/deepseek-v4-pro,open_qa,FALSE
M3G__UP036,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP034,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP034,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP036,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP034,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP035,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP031,deepseek/deepseek-v4-pro,open_qa,FALSE
M3G__UP037,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP035,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP037,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP036,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP035,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP037,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP038,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP038,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3G__UP037,openai/gpt-oss-120b,open_qa,TRUE
M3S__UP035,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP038,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP039,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP036,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP039,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP038,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP036,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP040,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP022,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP037,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP037,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP038,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP038,deepseek/deepseek-v4-pro,open_qa,TRUE
M3G__UP040,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M3S__UP039,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP039,openai/gpt-oss-120b,open_qa,TRUE
M3G__UP041,openai/gpt-oss-120b,classification,5
M3G__UP039,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP040,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP042,meta-llama/llama-3.3-70b-instruct,classification,1
M3S__UP039,deepseek/deepseek-v4-pro,open_qa,TRUE
M3S__UP041,openai/gpt-oss-120b,classification,5
M3G__UP041,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP041,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP043,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP042,openai/gpt-oss-120b,classification,1
M3G__UP041,deepseek/deepseek-v4-pro,classification,5
M3S__UP040,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP043,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP042,deepseek/deepseek-v4-pro,classification,1
M3S__UP043,openai/gpt-oss-120b,classification,5
M3S__UP044,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP041,deepseek/deepseek-v4-pro,classification,5
M3G__UP043,openai/gpt-oss-120b,classification,4
M3G__UP044,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP045,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP040,openai/gpt-oss-120b,open_qa,FALSE
M3S__UP044,openai/gpt-oss-120b,classification,5
M3G__UP040,deepseek/deepseek-v4-pro,open_qa,FALSE
M3S__UP045,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP042,openai/gpt-oss-120b,classification,3
M3G__UP045,openai/gpt-oss-120b,classification,5
M3G__UP045,deepseek/deepseek-v4-pro,classification,5
M3S__UP045,openai/gpt-oss-120b,classification,5
M3S__UP046,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP044,openai/gpt-oss-120b,classification,4
M3G__UP046,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP047,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP045,deepseek/deepseek-v4-pro,classification,5
M3G__UP047,openai/gpt-oss-120b,classification,5
M3S__UP042,deepseek/deepseek-v4-pro,classification,4
M3S__UP047,meta-llama/llama-3.3-70b-instruct,classification,4
M3S__UP047,openai/gpt-oss-120b,classification,1
M3G__UP046,openai/gpt-oss-120b,classification,5
M3S__UP046,openai/gpt-oss-120b,classification,5
M3S__UP048,meta-llama/llama-3.3-70b-instruct,classification,4
M3S__UP048,openai/gpt-oss-120b,classification,4
M3G__UP047,deepseek/deepseek-v4-pro,classification,1
M3G__UP043,deepseek/deepseek-v4-pro,classification,3
M3G__UP049,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP048,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP048,openai/gpt-oss-120b,classification,5
M3G__UP049,openai/gpt-oss-120b,classification,5
M3S__UP043,deepseek/deepseek-v4-pro,classification,4
M3S__UP049,openai/gpt-oss-120b,classification,5
M3S__UP050,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP050,openai/gpt-oss-120b,classification,5
M3S__UP048,deepseek/deepseek-v4-pro,classification,3
M3S__UP049,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP050,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP049,deepseek/deepseek-v4-pro,classification,5
M3S__UP044,deepseek/deepseek-v4-pro,classification,4
M3G__UP046,deepseek/deepseek-v4-pro,classification,5
M3S__UP049,deepseek/deepseek-v4-pro,classification,5
M3G__UP048,deepseek/deepseek-v4-pro,classification,5
M3G__UP051,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP050,openai/gpt-oss-120b,classification,5
M3G__UP051,openai/gpt-oss-120b,classification,5
M3S__UP051,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP051,openai/gpt-oss-120b,classification,5
M3S__UP052,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP052,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP047,deepseek/deepseek-v4-pro,classification,5
M3G__UP051,deepseek/deepseek-v4-pro,classification,5
M3S__UP050,deepseek/deepseek-v4-pro,classification,5
M3G__UP053,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP053,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP051,deepseek/deepseek-v4-pro,classification,5
M3G__UP052,openai/gpt-oss-120b,classification,5
M3G__UP050,deepseek/deepseek-v4-pro,classification,5
M3S__UP054,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP053,openai/gpt-oss-120b,classification,5
M3S__UP053,openai/gpt-oss-120b,classification,5
M3G__UP054,meta-llama/llama-3.3-70b-instruct,classification,4
M3S__UP052,openai/gpt-oss-120b,classification,5
M3G__UP053,deepseek/deepseek-v4-pro,classification,5
M3G__UP055,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP053,deepseek/deepseek-v4-pro,classification,5
M3S__UP052,deepseek/deepseek-v4-pro,classification,5
M3S__UP054,openai/gpt-oss-120b,classification,4
M3S__UP055,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP056,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP054,openai/gpt-oss-120b,classification,1
M3G__UP054,deepseek/deepseek-v4-pro,classification,1
M3G__UP044,deepseek/deepseek-v4-pro,classification,4
M3S__UP055,openai/gpt-oss-120b,classification,5
M3G__UP055,openai/gpt-oss-120b,classification,5
M3G__UP056,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP057,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP056,openai/gpt-oss-120b,classification,5
M3S__UP057,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP055,deepseek/deepseek-v4-pro,classification,5
M3S__UP056,openai/gpt-oss-120b,classification,5
M3G__UP057,openai/gpt-oss-120b,classification,4
M3S__UP046,deepseek/deepseek-v4-pro,classification,3
M3S__UP056,deepseek/deepseek-v4-pro,classification,5
M3S__UP058,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP058,meta-llama/llama-3.3-70b-instruct,classification,5
M3S__UP055,deepseek/deepseek-v4-pro,classification,5
M3G__UP059,meta-llama/llama-3.3-70b-instruct,classification,4
M3G__UP056,deepseek/deepseek-v4-pro,classification,5
M3G__UP052,deepseek/deepseek-v4-pro,classification,5
M3S__UP057,openai/gpt-oss-120b,classification,3
M3S__UP059,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP058,openai/gpt-oss-120b,classification,5
M3S__UP058,openai/gpt-oss-120b,classification,5
M3S__UP060,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP057,deepseek/deepseek-v4-pro,classification,4
M3G__UP059,openai/gpt-oss-120b,classification,4
M3G__UP060,meta-llama/llama-3.3-70b-instruct,classification,5
M3G__UP060,openai/gpt-oss-120b,classification,5
M3S__UP060,openai/gpt-oss-120b,classification,5
M3G__UP061,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP059,deepseek/deepseek-v4-pro,classification,2
M3S__UP059,openai/gpt-oss-120b,classification,5
M3S__UP061,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP060,deepseek/deepseek-v4-pro,classification,5
M3S__UP057,deepseek/deepseek-v4-pro,classification,4
M3S__UP061,openai/gpt-oss-120b,information_extraction,5
M3G__UP061,openai/gpt-oss-120b,information_extraction,3
M3S__UP054,deepseek/deepseek-v4-pro,classification,4
M3G__UP062,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP062,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP060,deepseek/deepseek-v4-pro,classification,5
M3G__UP063,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP059,deepseek/deepseek-v4-pro,classification,5
M3G__UP061,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP063,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP061,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP063,openai/gpt-oss-120b,information_extraction,3
M3S__UP064,openai/gpt-oss-120b,information_extraction,5
M3S__UP064,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP064,openai/gpt-oss-120b,information_extraction,5
M3G__UP064,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP063,openai/gpt-oss-120b,information_extraction,5
M3S__UP064,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP064,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP058,deepseek/deepseek-v4-pro,classification,4
M3G__UP065,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP065,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP058,deepseek/deepseek-v4-pro,classification,5
M3G__UP065,openai/gpt-oss-120b,information_extraction,5
M3S__UP066,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP065,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP066,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP063,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP066,openai/gpt-oss-120b,information_extraction,5
M3G__UP067,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP067,openai/gpt-oss-120b,information_extraction,5
M3G__UP063,deepseek/deepseek-v4-pro,information_extraction,4
M3G__UP066,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP065,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP066,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP066,openai/gpt-oss-120b,information_extraction,5
M3S__UP067,openai/gpt-oss-120b,information_extraction,5
M3S__UP068,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP067,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP068,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP069,openai/gpt-oss-120b,information_extraction,5
M3S__UP067,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP069,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP067,deepseek/deepseek-v4-pro,information_extraction,4
M3S__UP069,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP069,openai/gpt-oss-120b,information_extraction,5
M3G__UP069,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP070,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP069,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP068,openai/gpt-oss-120b,information_extraction,5
M3S__UP065,openai/gpt-oss-120b,information_extraction,5
M3G__UP070,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP068,openai/gpt-oss-120b,information_extraction,2
M3G__UP071,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP062,openai/gpt-oss-120b,information_extraction,2
M3G__UP071,openai/gpt-oss-120b,information_extraction,5
M3S__UP071,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP070,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP070,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP068,deepseek/deepseek-v4-pro,information_extraction,3
M3S__UP071,openai/gpt-oss-120b,information_extraction,5
M3S__UP070,openai/gpt-oss-120b,information_extraction,5
M3S__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP072,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP073,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP070,openai/gpt-oss-120b,information_extraction,3
M3S__UP072,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP073,openai/gpt-oss-120b,information_extraction,5
M3S__UP073,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP062,openai/gpt-oss-120b,information_extraction,3
M3S__UP074,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP072,openai/gpt-oss-120b,information_extraction,5
M3G__UP073,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP074,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP068,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP073,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP073,openai/gpt-oss-120b,information_extraction,5
M3G__UP075,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP062,deepseek/deepseek-v4-pro,information_extraction,3
M3S__UP075,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP074,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP074,openai/gpt-oss-120b,information_extraction,5
M3S__UP074,openai/gpt-oss-120b,information_extraction,5
M3S__UP076,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP074,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP075,openai/gpt-oss-120b,information_extraction,5
M3G__UP076,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP076,openai/gpt-oss-120b,information_extraction,5
M3S__UP072,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP076,openai/gpt-oss-120b,information_extraction,5
M3S__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3G__UP077,openai/gpt-oss-120b,information_extraction,5
M3G__UP072,openai/gpt-oss-120b,information_extraction,3
M3S__UP075,openai/gpt-oss-120b,information_extraction,4
M3S__UP077,openai/gpt-oss-120b,information_extraction,5
M3S__UP062,deepseek/deepseek-v4-pro,information_extraction,4
M3S__UP075,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP078,openai/gpt-oss-120b,information_extraction,5
M3S__UP076,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP079,openai/gpt-oss-120b,information_extraction,5
M3G__UP078,openai/gpt-oss-120b,information_extraction,5
M3S__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3G__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M3S__UP079,openai/gpt-oss-120b,information_extraction,5
M3G__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP080,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M3S__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP072,deepseek/deepseek-v4-pro,information_extraction,4
M3S__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,FALSE
M3G__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP080,openai/gpt-oss-120b,information_extraction,1
M3S__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP080,openai/gpt-oss-120b,information_extraction,1
M3S__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M3G__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP082,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP075,deepseek/deepseek-v4-pro,information_extraction,5
M3S__UP080,deepseek/deepseek-v4-pro,information_extraction,1
M3G__UP082,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP076,deepseek/deepseek-v4-pro,information_extraction,4
M3G__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP082,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP083,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP083,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP081,deepseek/deepseek-v4-pro,closed_qa,FALSE
M3S__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP082,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP086,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP080,deepseek/deepseek-v4-pro,information_extraction,3
M3S__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP084,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP089,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3S__UP084,deepseek/deepseek-v4-pro,closed_qa,FALSE
M3S__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP086,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP088,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP089,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP090,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP091,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M3G__UP091,deepseek/deepseek-v4-pro,closed_qa,TRUE
